Country,League,Season,Date,Time,Home,Away,HG,AG,Res,PH,PD,PA,MaxH,MaxD,MaxA,AvgH,AvgD,AvgA
Russia,Premier League,2020/2021,08/08/2020,14:00,Khimki,CSKA Moscow,0,2,A,4.69,3.48,1.79,6.15,3.7,1.84,4.63,3.5,1.78
Russia,Premier League,2020/2021,08/08/2020,16:30,Tambov,FK Rostov,0,1,A,3.7,3.16,2.12,4.06,3.65,2.17,3.67,3.24,2.07
Russia,Premier League,2020/2021,09/08/2020,15:00,Ufa,Krasnodar,0,3,A,4.13,3.15,2.01,4.51,3.46,2.07,4.04,3.15,2.0
Russia,Premier League,2020/2021,09/08/2020,17:00,Arsenal Tula,Akhmat Grozny,0,0,D,2.53,2.96,3.08,2.73,3.38,3.14,2.48,3.07,2.96
Russia,Premier League,2020/2021,09/08/2020,18:00,Spartak Moscow,Sochi,2,2,D,1.61,3.93,5.39,1.73,4.35,6.0,1.62,3.82,5.36
Russia,Premier League,2020/2021,10/08/2020,15:00,Ural,Dynamo Moscow,0,2,A,3.54,3.13,2.19,3.84,3.41,2.27,3.5,3.17,2.16
Russia,Premier League,2020/2021,11/08/2020,16:00,R. Volgograd,Zenit,0,2,A,8.74,4.9,1.35,11.5,5.7,1.36,8.98,5.07,1.32
Russia,Premier League,2020/2021,11/08/2020,18:00,Rubin Kazan,Lokomotiv Moscow,0,2,A,3.21,3.16,2.32,3.41,3.26,2.6,3.1,3.11,2.39
Russia,Premier League,2020/2021,14/08/2020,16:00,Arsenal Tula,Ufa,2,3,A,2.34,2.9,3.5,2.5,2.98,3.81,2.35,2.86,3.46
Russia,Premier League,2020/2021,14/08/2020,17:00,Sochi,Khimki,1,1,D,1.92,3.36,4.2,2.03,3.58,4.5,1.92,3.34,4.09
Russia,Premier League,2020/2021,14/08/2020,18:00,Spartak Moscow,Akhmat Grozny,2,0,H,1.69,3.65,5.09,1.75,4.1,6.4,1.66,3.77,5.14
Russia,Premier League,2020/2021,15/08/2020,13:30,Dynamo Moscow,R. Volgograd,0,0,D,1.68,3.43,5.74,1.75,3.58,6.95,1.69,3.37,5.7
Russia,Premier League,2020/2021,15/08/2020,13:30,Rubin Kazan,Ural,1,1,D,1.81,3.48,4.61,1.84,3.84,5.9,1.75,3.49,4.91
Russia,Premier League,2020/2021,15/08/2020,16:00,CSKA Moscow,Tambov,2,1,H,1.42,4.16,8.47,1.52,4.65,9.7,1.45,4.15,7.5
Russia,Premier League,2020/2021,15/08/2020,17:00,Lokomotiv Moscow,Krasnodar,1,0,H,2.96,3.2,2.45,3.2,3.56,2.55,2.96,3.23,2.4
Russia,Premier League,2020/2021,15/08/2020,18:00,FK Rostov,Zenit,0,2,A,4.16,3.5,1.88,4.77,3.84,1.94,4.21,3.55,1.84
Russia,Premier League,2020/2021,18/08/2020,16:00,Sochi,Rubin Kazan,3,2,H,2.45,3.04,3.1,2.52,3.32,3.28,2.42,3.04,3.1
Russia,Premier League,2020/2021,18/08/2020,17:00,Tambov,Khimki,1,0,H,2.77,3.01,2.68,2.95,3.2,2.84,2.78,3.03,2.67
Russia,Premier League,2020/2021,18/08/2020,18:00,Krasnodar,Arsenal Tula,2,0,H,1.43,4.42,7.17,1.45,5.15,8.5,1.42,4.58,7.06
Russia,Premier League,2020/2021,19/08/2020,14:00,Ufa,Spartak Moscow,1,1,D,4.0,3.17,2.03,4.41,3.35,2.12,3.99,3.12,2.03
